publisher,total_global_sales,game_count,avg_sales_per_game,median_sales_per_game,active_years,platform_count,genre_count,avg_market_share_pct,high_success_rate
Daiwon C&A,0,1,NA,NA,1,1,1,NA,NA
Dakko Dakko,0,1,NA,NA,1,1,1,NA,NA
Dan & Gary Games,0,1,NA,NA,1,1,1,NA,NA
Dan Da Rocha,0,1,NA,NA,1,1,1,NA,NA
Dan Walters,0,1,NA,NA,1,1,1,NA,NA
Daniel Wright,0,1,NA,NA,1,1,1,NA,NA
Dark Day Interactive,0,1,NA,NA,1,1,1,NA,NA
Dark Energy Digital,0,3,NA,NA,2,2,2,NA,NA
Dark Sky Entertainment,0,1,NA,NA,1,1,1,NA,NA
DarkElite,0,1,NA,NA,1,1,1,NA,NA
DarkGod,0,2,NA,NA,1,2,1,NA,NA
Darkwind Media,0,3,NA,NA,2,3,1,NA,NA
DataWest,0,4,NA,NA,2,2,1,NA,NA
Datel,0,4,0,0,3,2,4,NA,0
Datt Japan,0,1,NA,NA,1,1,1,NA,NA
David Williamson,0,1,NA,NA,1,1,1,NA,NA
Davilex,0,21,NA,NA,6,4,3,NA,NA
Daybreak Games,0,5,NA,NA,4,3,1,NA,NA
"Days Of Wonder, Inc.",0,1,NA,NA,1,1,1,NA,NA
Dazz,0,2,NA,NA,1,2,1,NA,NA
DeXP,0,1,NA,NA,1,1,1,NA,NA
Dead Unicorn,0,2,NA,NA,1,2,1,NA,NA
Deck 13,0,3,NA,NA,3,2,3,NA,NA
Deco Digital,0,3,NA,NA,1,3,1,NA,NA
Decode Entertainment Inc.,0,1,NA,NA,1,1,1,NA,NA
Deemedya M.S. Ltd.,0,1,NA,NA,1,1,1,NA,NA
Deep Fried Entertainment,0,1,NA,NA,1,1,1,NA,NA
Deep River Publishing,0,1,NA,NA,1,1,1,NA,NA
Defiant Development,0,7,NA,NA,3,5,2,NA,NA
Degica,0,8,NA,NA,3,5,4,NA,NA
Dejobaan Games,0,3,NA,NA,3,1,3,NA,NA
Delightworks,0,1,NA,NA,1,1,1,NA,NA
Desk Works,0,2,NA,NA,1,2,1,NA,NA
Destructive Creations,0,4,NA,NA,2,3,2,NA,NA
Desura,0,4,NA,NA,3,1,3,NA,NA
DevNAri,0,4,NA,NA,1,4,1,NA,NA
Devilish Developments,0,3,NA,NA,1,2,3,NA,NA
Dextell Ltd.,0,2,NA,NA,1,1,1,NA,NA
Dharker Studio,0,1,NA,NA,1,1,1,NA,NA
Dice Multimedia,0,1,NA,NA,1,1,1,NA,NA
Diego Acevedo,0,2,NA,NA,1,2,1,NA,NA
DiezelPower,0,1,NA,NA,1,1,1,NA,NA
DifferenceGames,0,2,NA,NA,1,1,1,NA,NA
Digerati,0,25,NA,NA,7,4,7,NA,NA
Digerati Distribution,0,4,NA,NA,3,3,2,NA,NA
Digi-chain Games,0,1,NA,NA,1,1,1,NA,NA
DigiPen Game Studios,0,1,NA,NA,1,1,1,NA,NA
DigiToys,0,4,NA,NA,2,2,1,NA,NA
Digital Chocolate,0,1,NA,NA,1,1,1,NA,NA
Digital Confectioners,0,2,NA,NA,2,1,2,NA,NA
Digital Cybercherries,0,2,NA,NA,1,2,1,NA,NA
Digital Domain,0,1,NA,NA,1,1,1,NA,NA
Digital Dreams,0,1,NA,NA,1,1,1,NA,NA
Digital Entertainment Pool,0,1,NA,NA,1,1,1,NA,NA
Digital Extremes,0,5,NA,NA,3,5,3,NA,NA
Digital Goldfish,0,2,NA,NA,1,2,2,NA,NA
Digital Jesters,0,4,0,0,1,2,3,NA,0
Digital Kids,0,3,NA,NA,3,3,3,NA,NA
Digital Leisure Inc.,0,33,NA,NA,8,4,6,NA,NA
Digital Media Lab,0,3,NA,NA,2,1,1,NA,NA
Digital Pictures,0,11,NA,NA,3,4,3,NA,NA
Digital Tales,0,1,NA,NA,1,1,1,NA,NA
Digital Tentacle,0,3,NA,NA,1,3,1,NA,NA
Digital Tribe Games,0,2,NA,NA,2,1,2,NA,NA
Digital Works Entertainment,0,3,0,0,3,1,3,NA,0
Digital Worldwide,0,1,NA,NA,1,1,1,NA,NA
Dinamic Multimedia,0,10,NA,NA,9,1,2,NA,NA
Dingo Inc.,0,2,NA,NA,1,2,1,NA,NA
Dinosaur Polo Club,0,1,NA,NA,1,1,1,NA,NA
Diplodocus Games,0,1,NA,NA,1,1,1,NA,NA
Direct Solutions,0,1,NA,NA,1,1,1,NA,NA
Disastercake,0,5,NA,NA,1,5,1,NA,NA
Discord Games,0,4,NA,NA,1,4,1,NA,NA
Discovery Channel Multimedia,0,2,NA,NA,2,1,1,NA,NA
"Disney Electronic Content, Inc.",0,1,NA,NA,1,1,1,NA,NA
Disney Online,0,2,NA,NA,2,2,2,NA,NA
Diversions Entertainment,0,1,NA,NA,1,1,1,NA,NA
Dobermann,0,1,NA,NA,1,1,1,NA,NA
Dolores Entertainment SL,0,3,NA,NA,2,2,3,NA,NA
Domark Software,0,23,NA,NA,7,7,9,NA,NA
Dong Nguyen,0,1,NA,NA,1,1,1,NA,NA
Donkey Crew,0,1,NA,NA,1,1,1,NA,NA
Doppler Interactive,0,1,NA,NA,1,1,1,NA,NA
Doragon Entertainment,0,1,NA,NA,1,1,1,NA,NA
Dorasu,0,1,NA,NA,1,1,1,NA,NA
Dorat,0,1,NA,NA,1,1,1,NA,NA
Double Damage Games,0,3,NA,NA,2,2,3,NA,NA
Double Down Interactive,0,2,NA,NA,1,2,1,NA,NA
Double Eleven,0,6,NA,NA,2,4,2,NA,NA
Double Fine Presents,0,7,NA,NA,3,3,4,NA,NA
Double Fine Productions,0,27,NA,NA,6,11,6,NA,NA
DoubleBear Productions,0,1,NA,NA,1,1,1,NA,NA
Doublesix,0,3,NA,NA,2,3,1,NA,NA
Draknek,0,3,NA,NA,1,3,1,NA,NA
Draw Distance,0,10,NA,NA,2,5,2,NA,NA
Dreadlocks Ltd,0,7,NA,NA,2,7,1,NA,NA
Dream Forge Entertainment,0,1,NA,NA,1,1,1,NA,NA
Dream Reactor,0,1,NA,NA,1,1,1,NA,NA
Dreamatrix,0,1,NA,NA,1,1,1,NA,NA
Dreams,0,3,NA,NA,3,1,2,NA,NA
DrinkBox Studios,0,15,NA,NA,5,12,2,NA,NA
Drool,0,1,NA,NA,1,1,1,NA,NA
Dry Cactus Limited,0,1,NA,NA,1,1,1,NA,NA
Duaik Entretenimento,0,3,NA,NA,2,3,1,NA,NA
Dufgames,0,1,NA,NA,1,1,1,NA,NA
Dymchick1,0,1,NA,NA,1,1,1,NA,NA
Dynamic Voltage Games,0,1,NA,NA,1,1,1,NA,NA
Dynamix,0,8,NA,NA,6,3,6,NA,NA
E-Frontier,0,5,0,0,4,3,4,NA,0
E-Games,0,1,NA,NA,1,1,1,NA,NA
E-Home Entertainment,0,2,NA,NA,2,1,2,NA,NA
E-Line Media,0,4,NA,NA,2,4,2,NA,NA
EA Mobile,0,1,NA,NA,1,1,1,NA,NA
EA Originals,0,2,NA,NA,2,1,2,NA,NA
EASY Inc.,0,1,NA,NA,1,1,1,NA,NA
ECRUSH DI DI NATALE SALVATORE,0,2,NA,NA,1,2,1,NA,NA
EFUN COMPANY LIMITED,0,1,NA,NA,1,1,1,NA,NA
ELYLAND INVESTMENT COMPANY Ltd,0,1,NA,NA,1,1,1,NA,NA
"ENTERBRAIN,INC.",0,2,NA,NA,2,1,2,NA,NA
EPS/Electronic Zoo,0,1,NA,NA,1,1,1,NA,NA
EQ Games,0,3,NA,NA,1,1,2,NA,NA
EXOR Studios,0,5,NA,NA,3,4,2,NA,NA
Eagle Capital LLC.,0,1,NA,NA,1,1,1,NA,NA
EarthWork Games,0,1,NA,NA,1,1,1,NA,NA
East Entertainment Media,0,1,NA,NA,1,1,1,NA,NA
EastAsiaSoft,0,10,NA,NA,7,5,4,NA,NA
Easy Day Studios Pty Ltd,0,2,NA,NA,1,2,1,NA,NA
Eclipse Entertainment,0,2,NA,NA,1,2,2,NA,NA
Eclipse Games,0,5,NA,NA,3,4,2,NA,NA
Edelweiss,0,1,NA,NA,1,1,1,NA,NA
Edge of Reality,0,2,NA,NA,1,2,1,NA,NA
Edmark,0,1,NA,NA,1,1,1,NA,NA
Edmund McMillen,0,5,NA,NA,2,4,2,NA,NA
Eduardas Klenauskis,0,2,NA,NA,1,2,1,NA,NA
Educational Network,0,4,NA,NA,2,1,1,NA,NA
Eforb,0,1,NA,NA,1,1,1,NA,NA
Eighting,0,1,NA,NA,1,1,1,NA,NA
EightyEightGames,0,1,NA,NA,1,1,1,NA,NA
Elcom,0,6,NA,NA,2,1,2,NA,NA
Electric Dreams Software,0,4,NA,NA,2,3,2,NA,NA
Electron Jump Games,0,2,NA,NA,2,1,2,NA,NA
Electronic Visual Elements,0,1,NA,NA,1,1,1,NA,NA
Element 5,0,1,NA,NA,1,1,1,NA,NA
Elephant Entertainment,0,4,0,0,3,1,2,NA,0
Emad,0,1,NA,NA,1,1,1,NA,NA
Ember Entertainment,0,1,NA,NA,1,1,1,NA,NA
Ember Lab,0,3,NA,NA,1,3,1,NA,NA
Emme Interactive,0,6,NA,NA,5,2,1,NA,NA
"Emotion, Inc.",0,3,NA,NA,2,1,2,NA,NA
Emu,0,2,NA,NA,2,1,1,NA,NA
En Masse Entertainment,0,8,NA,NA,4,4,3,NA,NA
Endgame Studios,0,1,NA,NA,1,1,1,NA,NA
Endless Fluff Games,0,2,NA,NA,2,1,2,NA,NA
Endless Loop Studios,0,3,NA,NA,2,1,2,NA,NA
Endnight Games Ltd,0,3,NA,NA,3,3,2,NA,NA
Engine Software,0,12,NA,NA,3,4,2,NA,NA
Enhance,0,6,NA,NA,4,4,1,NA,NA
Enjoy Gaming,0,13,NA,NA,2,3,7,NA,NA
EnjoyUp Games,0,24,NA,NA,6,6,5,NA,NA
Epic Pixel,0,1,NA,NA,1,1,1,NA,NA
Epiphany Games,0,3,NA,NA,1,3,1,NA,NA
Episode Interactive,0,1,NA,NA,1,1,1,NA,NA
Epyx,0,9,NA,NA,5,4,4,NA,NA
Erik Svedäng,0,1,NA,NA,1,1,1,NA,NA
Escape Velocity Ltd,0,1,NA,NA,1,1,1,NA,NA
Escude,0,1,NA,NA,1,1,1,NA,NA
Eufonie,0,1,NA,NA,1,1,1,NA,NA
Europa-Apps,0,1,NA,NA,1,1,1,NA,NA
Europress,0,2,NA,NA,2,2,2,NA,NA
Eushully,0,1,NA,NA,1,1,1,NA,NA
Eutechnyx,0,3,NA,NA,2,2,1,NA,NA
Event Horizon Software,0,7,NA,NA,2,5,3,NA,NA
Eversim,0,3,NA,NA,1,2,2,NA,NA
Evgeniy Kolpakov,0,2,NA,NA,2,1,1,NA,NA
Evil Indie Games,0,2,NA,NA,1,1,2,NA,NA
Evil Twin Artworks,0,3,NA,NA,1,3,1,NA,NA
Excalibur Publishing Limited,0,12,0,0,5,1,2,NA,0
Execution Labs,0,1,NA,NA,1,1,1,NA,NA
Exkee,0,5,NA,NA,3,4,2,NA,NA
Expert,0,3,NA,NA,3,1,3,NA,NA
Expert Software,0,1,NA,NA,1,1,1,NA,NA
Extend Studio,0,1,NA,NA,1,1,1,NA,NA
F&C,0,21,NA,NA,8,1,3,NA,NA
FACE,0,10,NA,NA,4,2,6,NA,NA
FIVE-BN GAMES,0,8,NA,NA,4,1,1,NA,NA
FIVE12 GAMES,0,2,NA,NA,2,2,1,NA,NA
FJRD Interactive,0,1,NA,NA,1,1,1,NA,NA
FPS,0,1,NA,NA,1,1,1,NA,NA
FTE Games,0,2,NA,NA,1,1,1,NA,NA
FUN YOURS Technology,0,1,NA,NA,1,1,1,NA,NA
FX studio,0,1,NA,NA,1,1,1,NA,NA
FYQD Personal Studio,0,1,NA,NA,1,1,1,NA,NA
Fabio Ricci,0,20,NA,NA,5,3,1,NA,NA
Fabraz,0,5,NA,NA,2,4,1,NA,NA
Fabtek,0,1,NA,NA,1,1,1,NA,NA
Facepalm Games,0,4,NA,NA,2,4,2,NA,NA
Facepunch Studios,0,7,NA,NA,3,6,2,NA,NA
Factor 5,0,2,NA,NA,1,1,1,NA,NA
Failbetter Games,0,3,NA,NA,1,3,1,NA,NA
FairPlay Media Limited,0,1,NA,NA,1,1,1,NA,NA
Falcom,0,1,NA,NA,1,1,1,NA,NA
Fallen Tree Games,0,3,NA,NA,2,2,1,NA,NA
Family Soft,0,17,NA,NA,7,3,4,NA,NA
FarSight Studios,0,3,NA,NA,2,2,2,NA,NA
Fargoal,0,3,NA,NA,1,3,1,NA,NA
Farm 51,0,1,NA,NA,1,1,1,NA,NA
Farmind,0,1,NA,NA,1,1,1,NA,NA
Fast Travel Games,0,1,NA,NA,1,1,1,NA,NA
Fat Fish Games,0,1,NA,NA,1,1,1,NA,NA
Fatbot Games,0,1,NA,NA,1,1,1,NA,NA
Fathammer,0,2,NA,NA,1,1,1,NA,NA
Fatshark,0,6,NA,NA,3,4,1,NA,NA
Favorite,0,2,NA,NA,2,1,2,NA,NA
Feardemic,0,1,NA,NA,1,1,1,NA,NA
Felix & Paul Studios,0,1,NA,NA,1,1,1,NA,NA
Fellow Traveller,0,2,NA,NA,2,2,2,NA,NA
Feng,0,2,NA,NA,2,1,1,NA,NA
Fenix Fire,0,3,NA,NA,1,3,1,NA,NA
Feral Interactive,0,5,NA,NA,3,2,4,NA,NA
Fiendish Games,0,1,NA,NA,1,1,1,NA,NA
FinalBoss Games,0,4,NA,NA,1,4,1,NA,NA
"Fincon Co., Ltd.",0,1,NA,NA,1,1,1,NA,NA
Fingerlab,0,1,NA,NA,1,1,1,NA,NA
Fingersoft,0,2,NA,NA,2,1,1,NA,NA
Finji,0,10,NA,NA,4,6,3,NA,NA
FireFly Studios,0,1,0,0,1,1,1,NA,0
FireSky,0,1,NA,NA,1,1,1,NA,NA
Firebird,0,9,NA,NA,5,9,2,NA,NA
Firebird Software,0,2,NA,NA,1,2,2,NA,NA
Firemint,0,6,NA,NA,2,5,2,NA,NA
Fireproof Games,0,6,NA,NA,5,3,2,NA,NA
Fireshine Games,0,1,NA,NA,1,1,1,NA,NA
First Star Software,0,9,NA,NA,7,6,3,NA,NA
First Touch,0,1,NA,NA,1,1,1,NA,NA
Fishtank Interactive,0,7,NA,NA,2,1,3,NA,NA
Five Aces Publishing,0,1,NA,NA,1,1,1,NA,NA
Flashman Games,0,4,NA,NA,1,4,1,NA,NA
Flat Earth Games,0,1,NA,NA,1,1,1,NA,NA
Flazm,0,2,NA,NA,1,1,1,NA,NA
Flyhigh Works,0,8,NA,NA,2,1,7,NA,NA
Flying Edge,0,40,NA,NA,4,3,8,NA,NA
Flying Shine,0,1,NA,NA,1,1,1,NA,NA
FobTi Interactive,0,3,NA,NA,2,2,2,NA,NA
Focus,0,2,0,0,2,1,2,NA,0
Focus on the Family,0,1,NA,NA,1,1,1,NA,NA
Fog,0,8,NA,NA,7,4,1,NA,NA
Force Of Habit,0,3,NA,NA,1,3,3,NA,NA
Forever Entertainment S.A.,0,24,NA,NA,8,7,10,NA,NA
Forge Reply,0,1,NA,NA,1,1,1,NA,NA
FormGen,0,2,NA,NA,2,2,1,NA,NA
Forst,0,1,NA,NA,1,1,1,NA,NA
ForwardXP,0,1,NA,NA,1,1,1,NA,NA
Four Horses,0,1,NA,NA,1,1,1,NA,NA
Four Lights,0,2,NA,NA,1,2,1,NA,NA
Four Nine,0,1,NA,NA,1,1,1,NA,NA
Fox Dawn,0,1,NA,NA,1,1,1,NA,NA
Frame Interactive Studio LLC,0,1,NA,NA,1,1,1,NA,NA
Francis Cota,0,1,NA,NA,1,1,1,NA,NA
Freebird Games,0,2,NA,NA,2,1,2,NA,NA
Freeze Tag,0,3,0,0,2,1,2,NA,0
Freyr Games,0,2,NA,NA,2,1,1,NA,NA
Frictional Games,0,13,NA,NA,6,7,3,NA,NA
Friend & Foe,0,2,NA,NA,2,2,2,NA,NA
Frima Studio,0,15,NA,NA,6,7,6,NA,NA
Frogmind,0,7,NA,NA,2,7,1,NA,NA
Frogster Interactive,0,3,NA,NA,3,1,3,NA,NA
Frogwares,0,5,NA,NA,1,5,1,NA,NA
Frontier Developments Inc.,0,2,NA,NA,1,2,1,NA,NA
Frontier Groove,0,1,NA,NA,1,1,1,NA,NA
Fru Blu Games,0,1,0,0,1,1,1,NA,0
Fruitella Games,0,1,NA,NA,1,1,1,NA,NA
Fuero Games,0,1,NA,NA,1,1,1,NA,NA
Fugitive Games,0,2,NA,NA,1,2,1,NA,NA
Fujicom,0,2,NA,NA,1,1,2,NA,NA
Full Control Studios,0,1,NA,NA,1,1,1,NA,NA
Fully Ramblomatic,0,1,NA,NA,1,1,1,NA,NA
Fun,0,1,NA,NA,1,1,1,NA,NA
Funselektor Labs Inc.,0,2,NA,NA,2,1,1,NA,NA
"Funtactix, Inc",0,2,NA,NA,1,2,1,NA,NA
Fusion Labs,0,2,NA,NA,1,1,2,NA,NA
Future Games of London,0,2,NA,NA,1,1,1,NA,NA
Futuremark Games Studio,0,1,NA,NA,1,1,1,NA,NA
Futurlab 1,0,6,0,0,3,5,3,NA,0
Fuuki,0,3,NA,NA,3,1,2,NA,NA
Fuzzy Wuzzy Games,0,1,NA,NA,1,1,1,NA,NA
G-Collections,0,3,NA,NA,3,1,1,NA,NA
G-Style,0,16,NA,NA,5,3,5,NA,NA
G-mode,0,15,NA,NA,6,5,6,NA,NA
G.rev Ltd.,0,2,NA,NA,2,2,1,NA,NA
G5 Entertainment,0,30,NA,NA,6,6,1,NA,NA
G5 Entertainment AB,0,6,NA,NA,2,2,3,NA,NA
G5 Software,0,1,NA,NA,1,1,1,NA,NA
GAE,0,2,NA,NA,1,1,1,NA,NA
"GAMEVIL USA, Inc.",0,1,NA,NA,1,1,1,NA,NA
GANZ,0,2,NA,NA,1,2,1,NA,NA
GMF,0,3,NA,NA,2,2,2,NA,NA
GMI,0,1,NA,NA,1,1,1,NA,NA
GOAT Store Publishing,0,1,NA,NA,1,1,1,NA,NA
GR3 Project,0,1,NA,NA,1,1,1,NA,NA
"GRAVITY Co.,Ltd",0,1,NA,NA,1,1,1,NA,NA
GREE,0,7,NA,NA,3,1,3,NA,NA
GSC Game World,0,4,NA,NA,3,2,3,NA,NA
GTE Entertainment,0,6,0,0,3,3,2,NA,0
Gabriele Pellistri,0,1,NA,NA,1,1,1,NA,NA
Gaia (GeGeGe),0,5,NA,NA,3,1,1,NA,NA
Gaia Industries,0,1,NA,NA,1,1,1,NA,NA
Gaijin Entertainment,0,10,NA,NA,5,6,3,NA,NA
Gaijin Games Inc.,0,3,NA,NA,2,3,1,NA,NA
Gakushuu Kenkyuusha,0,2,NA,NA,1,1,1,NA,NA
"Gala-Net, Inc.",0,4,NA,NA,4,1,1,NA,NA
Galactic Cafe,0,1,NA,NA,1,1,1,NA,NA
Galaxy Trail,0,6,NA,NA,4,6,2,NA,NA
GalaxyTrail Games,0,1,NA,NA,1,1,1,NA,NA
Gambitious,0,4,NA,NA,2,1,3,NA,NA
Game Atelier,0,5,NA,NA,1,4,1,NA,NA
Game Circus LLC,0,1,NA,NA,1,1,1,NA,NA
Game Factory Interactive,0,3,0,0,3,2,3,NA,0
Game Freak,0,2,NA,NA,2,2,2,NA,NA
Game Grinder,0,4,NA,NA,1,4,1,NA,NA
Game Hive Corp.,0,4,NA,NA,2,1,1,NA,NA
"Game Insight, LLC",0,8,NA,NA,3,3,1,NA,NA
Game Republic,0,1,NA,NA,1,1,1,NA,NA
Game Studio,0,1,NA,NA,1,1,1,NA,NA
Game Village,0,3,NA,NA,2,2,3,NA,NA
Game-Labs,0,1,NA,NA,1,1,1,NA,NA
GameBank,0,4,NA,NA,2,2,3,NA,NA
GameFools,0,1,NA,NA,1,1,1,NA,NA
GameForge,0,1,NA,NA,1,1,1,NA,NA
GameHouse,0,5,NA,NA,4,1,2,NA,NA
GameOn,0,1,NA,NA,1,1,1,NA,NA
GameTap,0,1,NA,NA,1,1,1,NA,NA
GameTomo,0,3,NA,NA,2,3,1,NA,NA
GameUS Inc.,0,1,NA,NA,1,1,1,NA,NA
Gamehastra,0,7,NA,NA,3,2,5,NA,NA
Gamelion Studios,0,25,NA,NA,5,6,5,NA,NA
Gamerizon,0,1,NA,NA,1,1,1,NA,NA
GamersGate,0,8,0,0,3,1,4,NA,0
Games Faction,0,1,NA,NA,1,1,1,NA,NA
Games Factory Online,0,2,NA,NA,2,1,1,NA,NA
Games for Friends,0,2,NA,NA,1,1,1,NA,NA
GamesCafe,0,1,NA,NA,1,1,1,NA,NA
"GamesCafe, Inc.",0,1,NA,NA,1,1,1,NA,NA
Gameshastra,0,3,NA,NA,2,2,3,NA,NA
Gamestorming,0,1,NA,NA,1,1,1,NA,NA
Gamesys,0,1,NA,NA,1,1,1,NA,NA
Gamevil,0,8,NA,NA,4,3,2,NA,NA
Gammick Entertainment,0,4,NA,NA,2,2,4,NA,NA
Gaps,0,8,NA,NA,4,2,5,NA,NA
GarageGames,0,2,NA,NA,1,1,2,NA,NA
Gaslamp Games,0,1,NA,NA,1,1,1,NA,NA
Gastronaut Studios,0,2,NA,NA,2,1,2,NA,NA
Gateway Interactive,0,1,NA,NA,1,1,1,NA,NA
Gato Salvaje S.L.,0,2,NA,NA,1,2,1,NA,NA
Gazillion Entertainment,0,1,NA,NA,1,1,1,NA,NA
Gearbox Publishing,0,11,NA,NA,5,6,4,NA,NA
Gears for Breakfast,0,3,NA,NA,1,3,1,NA,NA
Gebelli Software,0,1,NA,NA,1,1,1,NA,NA
GeneX,0,2,NA,NA,2,1,2,NA,NA
"Genius Products, Inc.",0,1,NA,NA,1,1,1,NA,NA
Genius Sonority Inc.,0,4,NA,NA,3,1,1,NA,NA
Gentleman Squid Studio,0,6,NA,NA,3,4,1,NA,NA
Gevo Entertainment,0,3,NA,NA,2,2,3,NA,NA
Ghost Story Games,0,3,NA,NA,1,3,1,NA,NA
Ghostfire Games,0,2,NA,NA,2,1,2,NA,NA
Giant Form Entertainment,0,1,NA,NA,1,1,1,NA,NA
Giant Margarita,0,1,NA,NA,1,1,1,NA,NA
Giant Media Group,0,1,NA,NA,1,1,1,NA,NA
Gianty,0,2,NA,NA,2,2,1,NA,NA
Giorgi Abelashvili,0,1,NA,NA,1,1,1,NA,NA
Gipnetix Games,0,2,NA,NA,2,1,1,NA,NA
Gizmondo Studios,0,9,NA,NA,1,1,5,NA,NA
Glaiel Games,0,1,NA,NA,1,1,1,NA,NA
Glass Bottom Games,0,1,NA,NA,1,1,1,NA,NA
Glass Knuckle Games,0,3,NA,NA,1,3,1,NA,NA
Glitch Games,0,1,NA,NA,1,1,1,NA,NA
Glob Games Studio,0,4,NA,NA,1,4,1,NA,NA
GlobZ,0,1,NA,NA,1,1,1,NA,NA
Glu Games,0,2,NA,NA,1,2,2,NA,NA
Glu Mobile Inc.,0,15,NA,NA,5,2,4,NA,NA
Glumberland,0,1,NA,NA,1,1,1,NA,NA
Go Games Limited,0,2,NA,NA,1,1,1,NA,NA
GoGo-Robot,0,1,NA,NA,1,1,1,NA,NA
Godzilab,0,1,NA,NA,1,1,1,NA,NA
Gogii Games,0,4,NA,NA,3,3,1,NA,NA
GokuFero,0,6,NA,NA,3,1,2,NA,NA
Goldhawk Interactive,0,1,NA,NA,1,1,1,NA,NA
GolemLabs,0,1,NA,NA,1,1,1,NA,NA
Gollop Games,0,3,NA,NA,1,3,1,NA,NA
Good Game Publishing,0,1,NA,NA,1,1,1,NA,NA
Good Night Brave Warrior,0,8,NA,NA,6,2,4,NA,NA
Good Shepherd Entertainment,0,15,NA,NA,5,7,4,NA,NA
Good-feel Co. Ltd.,0,1,NA,NA,1,1,1,NA,NA
Goodbye Galaxy Games,0,1,NA,NA,1,1,1,NA,NA
Goodgame Studios,0,7,NA,NA,5,2,3,NA,NA
GottaPlay Ltd,0,5,NA,NA,1,1,1,NA,NA
GrabTheGames,0,5,NA,NA,2,1,1,NA,NA
Grandslam,0,5,NA,NA,3,5,2,NA,NA
Graphic Simulations,0,1,NA,NA,1,1,1,NA,NA
Grasshopper Manufacture Inc.,0,2,NA,NA,2,2,2,NA,NA
Gravity Corporation,0,3,NA,NA,3,1,1,NA,NA
Green Lava Studios,0,2,NA,NA,2,2,2,NA,NA
Green Man Gaming,0,4,NA,NA,1,4,1,NA,NA
Greenheart Games,0,3,NA,NA,2,3,2,NA,NA
Greenwood Entertainment Software GmbH,0,1,NA,NA,1,1,1,NA,NA
Gremlin Graphics,0,15,NA,NA,4,6,2,NA,NA
Grendel Games,0,1,NA,NA,1,1,1,NA,NA
GriN Multimedia,0,3,NA,NA,2,3,1,NA,NA
Grinding Gear Games,0,4,NA,NA,4,3,1,NA,NA
Grip Games,0,4,NA,NA,2,4,1,NA,NA
Gripati Digital Entertainment,0,1,NA,NA,1,1,1,NA,NA
Griptonite Studio,0,3,NA,NA,2,1,1,NA,NA
Grizzly Games,0,1,NA,NA,1,1,1,NA,NA
Guilty N,0,1,NA,NA,1,1,1,NA,NA
Gunho Online Entertainment,0,2,NA,NA,1,2,1,NA,NA
Gyko Games,0,1,NA,NA,1,1,1,NA,NA
H2F Informationssysteme GmbH,0,2,NA,NA,2,2,2,NA,NA
HB Studios Multimedia,0,2,NA,NA,2,2,1,NA,NA
HD Interactive,0,1,0,0,1,1,1,NA,0
HES Interactive,0,5,NA,NA,4,4,3,NA,NA
HI Games & Publishing,0,1,NA,NA,1,1,1,NA,NA
Hachikou Shouji,0,1,NA,NA,1,1,1,NA,NA
Hacker International,0,1,NA,NA,1,1,1,NA,NA
Halfbrick Studios,0,18,NA,NA,7,9,5,NA,NA
Hammer Labs,0,3,NA,NA,1,3,1,NA,NA
Hammerfall Publishing,0,1,NA,NA,1,1,1,NA,NA
Hamumu Software,0,1,NA,NA,1,1,1,NA,NA
Hanakai Studio,0,1,NA,NA,1,1,1,NA,NA
Hands On Mobile,0,6,NA,NA,2,3,3,NA,NA
Hands-On Entertainment,0,1,NA,NA,1,1,1,NA,NA
HandyGames,0,9,NA,NA,6,5,5,NA,NA
Happy Mage,0,1,NA,NA,1,1,1,NA,NA
HappySoft,0,1,NA,NA,1,1,1,NA,NA
Harebrained Schemes,0,2,NA,NA,1,2,1,NA,NA
Harmonious Games,0,1,NA,NA,1,1,1,NA,NA
Haruneko,0,4,NA,NA,2,2,2,NA,NA
"Hassey Enterprises, Inc.",0,2,NA,NA,2,1,1,NA,NA
Haydee Interactive,0,1,NA,NA,1,1,1,NA,NA
HdO Adventure,0,1,0,0,1,1,1,NA,0
Head Games,0,4,NA,NA,3,1,3,NA,NA
HeadGames Publishing,0,2,NA,NA,1,1,1,NA,NA
Headless Wizard,0,1,NA,NA,1,1,1,NA,NA
Health Pack Games Inc.,0,1,NA,NA,1,1,1,NA,NA
HeartBit Interactive,0,3,NA,NA,3,3,2,NA,NA
Hearthfire Studios,0,1,NA,NA,1,1,1,NA,NA
Helmet Games,0,1,NA,NA,1,1,1,NA,NA
Hemisphere Games,0,1,NA,NA,1,1,1,NA,NA
Henchman & Goon,0,1,NA,NA,1,1,1,NA,NA
Henchmen Studios,0,3,NA,NA,1,3,1,NA,NA
HeroCraft,0,3,NA,NA,2,2,2,NA,NA
HexWar Games,0,2,NA,NA,2,2,1,NA,NA
Hexacto Games,0,1,NA,NA,1,1,1,NA,NA
Hexage.net,0,5,NA,NA,1,5,1,NA,NA
Hi Tech Expressions,0,42,NA,NA,6,7,8,NA,NA
Hi-Bit Studios,0,4,NA,NA,1,4,1,NA,NA
Hi-Rez Studios,0,10,NA,NA,5,4,3,NA,NA
Hidden Path Entertainment,0,2,NA,NA,2,2,1,NA,NA
High Horse Entertainment,0,5,NA,NA,5,3,4,NA,NA
High Voltage Software,0,5,NA,NA,2,3,3,NA,NA
Himalaya Studios,0,3,NA,NA,2,3,1,NA,NA
Himeya,0,2,NA,NA,1,1,1,NA,NA
